,name,twitter,party,tweet,tweet_published
241,Deb Fischer,SenatorFischer,Republican,"The #COVID19 numbers provided to me by Dr. Fauci during our telephone briefing today were sobering. Americans must strictly adhere to social distancing and comply with all mitigation procedures. For current information, continue to watch the administration’s daily briefings.",2020-04-02
242,Ann M. Kuster,RepAnnieKuster,Democrat,"Today, I had the opportunity to join a call w/ Dr. Anthony Fauci hosted by the @NewDemCoalition. He shared his expertise &amp; insights on the COVID-19 pandemic, vaccine development, testing, &amp; treatment. So grateful to Dr. Fauci &amp; all of our nation's dedicated doctors &amp; scientists.",2020-05-20
243,Ann M. Kuster,RepAnnieKuster,Democrat,"For decades, Dr. Anthony Fauci has helped to guide our nation through infectious disease outbreaks &amp; public health crises including HIV/AIDS &amp; now #COVID19. Recently, Dr. Fauci joined @TrevorNoah on @TheDailyShow to help us understand the virus &amp; dispel common misconceptions.",2020-03-29
244,Hakeem S. Jeffries,RepJeffries,Democrat,"Dr. Fauci is one of the world’s leading infectious disease specialists. He has advised six different Presidents, both Democrats and Republicans. Trump wants to fire him. If donald does it. It. Will. Cost. American. Lives.",2020-04-13
245,Sean Patrick Maloney,RepSeanMaloney,Democrat,"Sitting in the all-member Cong’l briefing on Corona with Admin’s senior team. Fauci is trying, but the rest are simply embarrassing: no plan, no answers, no leadership. Unacceptable and infuriating. #COVD19",2020-03-12
246,Joyce Beatty,RepBeatty,Democrat,So much for being a “game changer.” Dr. Fauci sets the record straight. ,2020-05-27
247,Joyce Beatty,RepBeatty,Democrat,“I’m very concerned.” - Dr. Fauci We HAVE to be #InThisTogether to defeat this virus! It’s time to wake up America!,2020-06-30
248,Joyce Beatty,RepBeatty,Democrat,"Dr Fauci: “What keeps me up at night is the emergence of a brand new infection... And, lo and behold, that's where we are right now.” Here’s what keeps @realDonaldTrump up at night.",2020-04-30
249,Marc A. Veasey,RepVeasey,Democrat,"ICYMI: Yesterday, I was proud to join my @EnergyCommerce colleagues to question Dr. Fauci about this administration’s reckless response to the Coronavirus Pandemic and their decision to cancel a grant to fund potentially lifesaving COVID-19 research. ",2020-06-24
250,Derek Kilmer,RepDerekKilmer,Democrat,"We need to increase testing capacity so that we can save lives and so that folks can get back to work. As Dr. Fauci said yesterday, ""unless we get the virus under control, the real recovery economically is not going to happen."" My interview on @KIRORadio:",2020-04-22
251,Derek Kilmer,RepDerekKilmer,Democrat,"Yesterday I called on @POTUS to develop and deploy a defined strategy to dramatically increase the production and availability of testing. As Dr. Fauci said Monday, ""unless we get the virus under control, the real recovery economically is not going to happen."" ",2020-04-23
252,Derek Kilmer,RepDerekKilmer,Democrat,"This week I led a @NewDemCoalition call with Dr. Anthony Fauci, Director of the @NIAIDNews, to receive a briefing on the COVID-19 pandemic &amp; continue to push for a evidence-&amp; science based National Recovery Strategy. I'm grateful for his insights &amp; service",2020-05-24
253,Denny Heck,RepDennyHeck,Democrat,".@GovInslee is making tough decisions, and the consequences of those decisions will make life less comfortable for all of us. But they are the right decisions and are informed by science, as explained by one of the nation's top experts, Dr. Fauci. ",2020-03-15
254,Mark Pocan,RepMarkPocan,Democrat,"The message from Dr. Fauci (emphasis on Doctor) is clear: If we cut corners and reopen prematurely, many more people will get sick, many more people will die, and we will have to start all over again. The message from Donald Trump thus far has been: I don't care. ",2020-05-12
255,Mark Pocan,RepMarkPocan,Democrat,"Coronavirus testing—what we need next: 1. Faster testing & expand lab capacity; proactively test people in medical settings + staff 2. More accessible testing methods, ie drive-thru 3. Make Dr. Fauci the only official spokesperson to discuss this outbreak—period 4. Re-read #3 ",2020-03-13
256,Katherine M. Clark,RepKClark,Democrat,Reminder: Dr. Fauci was blocked from testifying before the House because political optics are more important to Trump than the truth.,2020-05-12
257,Donald Norcross,DonaldNorcross,Democrat,"Remember, you are not in this alone. We each play a crucial role in helping prevent further spread of #COVID19. As Dr. Fauci said, personal responsibility &amp; social distancing are key. ",2020-06-28
258,J. French Hill,RepFrenchHill,Republican,"Dr. Anthony Fauci, Director of @NIAIDNews, and @VP led the discussion in a very detailed briefing about the status of the COVID-19 outbreak and the recommended supplemental appropriations that Congress will advance today.",2020-03-04
259,Ruben Gallego,RepRubenGallego,Democrat,Donald Trump’s lies and misinformation are putting lives at risk. We told Dr. Fauci: Keep him out of the Coronavirus Task Force briefing room! ,2020-03-25
260,Norma J. Torres,NormaJTorres,Democrat,"Muzzling @NIH's Dr. Fauci, one of the country’s leading experts on viruses &amp; respected public health official, means we cannot trust anything @VP Pence says about the #Trump administration’s handling of the #coronavirus. Let the experts speak! #COVID2019",2020-02-28
261,Ken Buck,RepKenBuck,Republican,"Dr. Fauci, this nationwide shutdown is not just “inconvenient” to Americans, it’s absolutely devastating. The physical and emotional toll from this self-imposed economic destruction will be worse than the doomsday prophets projected. @RepAndyBiggsAZ",2020-04-11
262,Debbie Dingell,RepDebDingell,Democrat,"Be safe, wear your mask ( Dr. Fauci says so), wash your hands, and take care of yourselves. ",2020-06-25
263,Debbie Dingell,RepDebDingell,Democrat,How we handle COVID-19 requires facts. Science. Medical expertise. Experience. Not political influence. That person is Dr. Fauci. #SaveFauci,2020-04-13
264,Bonnie Watson Coleman,RepBonnie,Democrat,The White House has blocked my subcommittee's request for Dr. Fauci to appear next week. This is yet another move to block any and all oversight of the president as he conducts business that impacts millions of American lives. ,2020-05-01
265,Bonnie Watson Coleman,RepBonnie,Democrat,"In fact, I was just in a subcommittee hearing with Dr. Freiden, the former director of the CDC and Dr. Rivers from Johns Hopkins. Unfortunately the White House prevented Dr. Fauci from attending. https://www.c-span.org/video/?471760-1/house-subcommittee-hearing-coronavirus-response",2020-05-06
266,Bonnie Watson Coleman,RepBonnie,Democrat,Dr. Fauci is being permitted to speak to the Republican controlled Senate but not the Democratic lead House. The White House is making this political. Our subcommittee chair @rosadelauro and ranking-member @TomColeOK04 lead a very fair meeting. I encourage everyone to watch it.,2020-05-07
267,Bonnie Watson Coleman,RepBonnie,Democrat,We discussed plans at a subcommittee meeting today. We would have liked to discuss them with Dr. Fauci but unfortunately the White House blocked his attendance.,2020-05-06
268,Bonnie Watson Coleman,RepBonnie,Democrat,and confusing mixed messages. We need leadership right now. We’re getting it from @GovMurphy and health experts like @NJDeptofHealth Commissioner Persichilli and Dr. Fauci. It’s time for the President to step up and get his act together.,2020-03-29
269,Lee M. Zeldin,RepLeeZeldin,Republican,This WaPo WH reporter @jdawsey1 is deliberately leaving out here the rest of Dr Fauci’s sentence/statement contradicting what this reporter is trying to imply w/this cherry picked part of a sentence. Is there a better time than now to STOP this garbage? #InItTogether,2020-03-21
270,Lee M. Zeldin,RepLeeZeldin,Republican,"As far as health experts go at a moment like this, Dr. Fauci is the MVP up to this point. He’s credible, experienced, a strong communicator, confident, prepared and calm. Fantastic job so far! #COVIDー19",2020-03-14
271,Lee M. Zeldin,RepLeeZeldin,Republican,"I’m meeting now w/ VP Pence, Dr. Fauci, Amb. Birx &amp; other leaders of their great team working hard to coordinate the federal govt’s response to coronavirus. This is a very robust, whole of govt (every level) approach to do all in our power to contain &amp; eradicate this threat.",2020-03-04
272,Kathleen M. Rice,RepKathleenRice,Democrat,Grateful to Dr. Fauci for speaking with me and my fellow @NewDemCoalition colleagues today to provide an update on the coronavirus crisis and share his insights as we look to restart our economy.,2020-05-20
273,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,"NPS will offer masks and encourage social distancing at fireworks displays, but the safest course is to follow Dr. Fauci’s advice and avoid large gatherings altogether. Independence Day is about our history and values, not public spectacle. We can celebrate them at home. 5/5",2020-07-03
274,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,"Foolish and dangerous. There won't be an economic recovery while the specter of sickness and death hangs over the country. That's not how any of this works, it isn't a thing. All it will do is kill more people. Take a seat and let professionals like Dr. Fauci and Dr. Birx work. ",2020-04-13
275,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,The American people need and deserve to hear the officials in charge of fighting this pandemic answer questions from their Representatives about their government’s response. Blocking Dr. Fauci’s testimony is an utterly damning indictment of the Trump Administration’s response. ,2020-05-01
276,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,"This isn't complicated. Dr. Fauci is a highly decorated scientist and doctor, a respected medical expert who spent his life leading American efforts to fight infectious diseases. Trump is a compulsive liar who suggested we could fight COVID-19 by injecting people with bleach. ",2020-05-13
277,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,"Texas' leaders ignored public health advice from medical professionals including Dr. Fauci, and their infection rate quadrupled in two weeks. Now they're trying to blame the experts they ignored. They should have listened to Dr. Fauci then. They should be listening to him now. ",2020-07-01
278,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,"Listen to scientists and public health officials like Dr. Fauci. Let them speak freely. Communicate accurate data and safety advice to the public. Give medical professionals the resources and support they need to lead a professional, organized response. Take this seriously. ",2020-02-29
279,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,"The COVID-19 pandemic has killed over 80,000 Americans. The White House bungled attempts to protect us, so now they're pressuring the CDC to lie to the country about the death toll. Dr. Fauci testified yesterday that the death toll is likely *higher* than official statistics. ",2020-05-13
280,"Donald S. Beyer, Jr.",RepDonBeyer,Democrat,People in positions of power and influence trying to capitalize commercially and politically on treating Dr. Fauci like some kind of national villain as he literally works to save their lives is not a proud moment for this country.,2020-05-12
281,Stacey E. Plaskett,staceyplaskett,Democrat,It was great to hear from Dr. Fauci on who shared his insights &amp; perspectives on the coronavirus pandemic with the @NewDemCoalition today.,2020-05-20
282,Mike Rounds,SenatorRounds,Republican,Some members of my staff are recommending that I listen to Dr. Fauci on today’s @PardonMyTake. What do you think? ,2020-03-18
283,Mark Walker,RepMarkWalker,Republican,We all love Dr. Anthony Fauci but Dr. Deborah Birx holds her own as well.,2020-03-26
284,Trent Kelly,reptrentkelly,Republican,".@NIH and @GileadSciences announces Phase Three of a clinical trial for antiviral drug remdesivir - initial data shows ""clear-cut, significant positive effect in diminishing time to recover"" - Dr. Anthony Fauci. #COVID__19",2020-04-30
285,Warren Davidson,WarrenDavidson,Republican,.@realDonaldTrump: Please reassure the public that Dr Fauci is only one of many counselors. Other experts have clearly offered alternative and more accurate analysis. People need to persuasively move from their present fear toward knowledgeable confidence to safely...,2020-05-12
286,Kamala D. Harris,SenKamalaHarris,Democrat,"We need an accurate death count to understand the severity of this crisis, full stop. Dr. Fauci’s testimony made it clear that the death count is likely higher than what we know. I'm pushing FEMA and HHS to ensure that we have an accurate death toll. ",2020-05-13
287,Margaret Wood Hassan,Senatorhassan,Democrat,"Europe’s COVID-19 cases are declining, while cases in the U.S. are rapidly increasing. I questioned Dr. Fauci about the causes of that disparity – watch now ",2020-06-30
288,Margaret Wood Hassan,Senatorhassan,Democrat,"AT 10 AM: As a member of the Health, Education, Labor, and Pensions Committee, I’ll be participating in a hearing with Dr. Fauci and others about our country's response to the #COVID19 crisis. Watch today's hearing here: https://bit.ly/2WNkCyZ",2020-05-12
289,Margaret Wood Hassan,Senatorhassan,Democrat,I participated in a hearing with Dr. Fauci and members of the President’s COVID-19 task force this morning. One of the things I called for was preparing now to ensure that we have capacity to manufacture and administer vaccines once we have them. ,2020-05-12
290,Margaret Wood Hassan,Senatorhassan,Democrat,Dr. Fauci says the current testing approach isn't working. I agree. We need to expand testing. ,2020-06-26
291,Margaret Wood Hassan,Senatorhassan,Democrat,TUNE IN: I'm questioning Dr. Fauci and others on how our country is responding to the #COVID19 crisis and how we can safely reopen our economy. Watch now ,2020-05-12
292,Margaret Wood Hassan,Senatorhassan,Democrat,TUNE IN: I'm questioning Dr. Fauci and other members of the White House Coronavirus Task Force about the administration’s response to the COVID-19 pandemic. Watch now ,2020-06-30
293,Bradley Scott Schneider,repschneider,Democrat,It's critical Dr. Fauci is able to testify in the House as we seek expert guidance to ensure we are providing the resources needed to fight COVID-19. A pandemic is no time for partisan politics. ,2020-05-04
294,Andy Biggs,RepAndyBiggsAZ,Republican,Senator @RandPaul was exactly right with his statement earlier today. We must reject the Fauci-Birx Doctrine of Destruction: https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction,2020-05-12
295,Andy Biggs,RepAndyBiggsAZ,Republican,"The Fauci-Birx Doctrine of Destruction in high demand around the nation. Americans can - and must - rise up to say, ""NO MORE."" https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction",2020-07-10
296,Andy Biggs,RepAndyBiggsAZ,Republican,The Fauci-Birx doctrine of destruction... ,2020-06-18
297,Andy Biggs,RepAndyBiggsAZ,Republican,.@realDonaldTrump has expressed a desire to restore our economic greatness and the positives that come w/ it — including better public health — by opening up our communities. We must forge ahead even as Fauci tries to brush away the optimism. https://www.usatoday.com/story/opinion/2020/05/21/rand-paul-andy-biggs-anthony-fauci-reopening-coronavirus-column/5225769002/ @RandPaul,2020-05-21
298,Andy Biggs,RepAndyBiggsAZ,Republican,"Time to thank Dr. Fauci &amp; Dr. Birx for their service &amp; ask them to leave. Their doctrine is content with a myriad of anti-freedom measures. Remedy is to open up our society &amp; economy, and to help the most vulnerable be safe. OP-ED with @RepKenBuck https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction",2020-04-27
299,Andy Biggs,RepAndyBiggsAZ,Republican,"Dr Fauci has been doing enough ""briefing"" to the press over the past 2 months. President @realDonaldTrump knows exactly what the doctor thinks based on reading a myriad of news reports w/ Fauci quotes. Dr Fauci and Dr Birx have done enough damage to the U.S. society &amp; economy. ",2020-07-10
300,Andy Biggs,RepAndyBiggsAZ,Republican,Dr. Anthony Fauci and Dr. Deborah Birx continue to contradict many of President Trump’s stated goals and actions for returning to normalcy as we know more about the COVID-19 outbreak. This is causing panic that compromises our economic recovery.,2020-07-02
301,Andy Biggs,RepAndyBiggsAZ,Republican,Dr. Fauci and Dr. Birx should no longer be the primary voices at the table. We need to open our economy TODAY to prevent a great depression. We can do this while still protecting the health of Americans. ,2020-04-13
302,Andy Biggs,RepAndyBiggsAZ,Republican,"As @RandPaul &amp; I wrote last week, Dr. Fauci, Dr. Birx, &amp; others seek to corral our freedom, just as the American people &amp; many of our elected leaders are finding ways to open our society. Dr. Fauci &amp; Dr. Birx continue to scuttle our re-opening. Time for them to exit the stage. ",2020-05-24
303,Andy Biggs,RepAndyBiggsAZ,Republican,"It's time to give Dr. Fauci and Dr. Birx the gold watch and say 'thank you, exit stage left.' It’s time for them to go out and be quarantined without a government paycheck and see how they like that. ",2020-05-12
304,Andy Biggs,RepAndyBiggsAZ,Republican,"In the end, Fauci, Birx &amp; others seek to corral our freedom, just as Americans &amp; many of our elected leaders are finding ways to open our society. We must forge ahead even as Fauci tries to brush away the optimism of @realDonaldTrump &amp; Americans.",2020-06-07
305,Andy Biggs,RepAndyBiggsAZ,Republican,Agree with President @realDonaldTrump. Dr. Fauci has a trail of unacceptable policies and answers throughout this COVID-19 outbreak. It's past time to move on from Dr. Fauci and take a balanced approach to reopening America's society and economy. ,2020-05-13
306,Andy Biggs,RepAndyBiggsAZ,Republican,Dr Fauci and Dr Birx have basically said we would rather commit economic suicide than have freedom and let people govern themselves and take the risk of freedom. It’s past time for them to exit the stage. https://saraacarter.com/rep-andy-biggs-its-time-to-quarantine-anthony-fauci-and-deborah-birx/,2020-05-03
307,Andy Biggs,RepAndyBiggsAZ,Republican,"No single unelected bureaucrat — and that includes Fauci — has the wisdom, vision, or authority to issue edicts that control and constrain the 330 million people who comprise our society. https://www.washingtonexaminer.com/opinion/op-eds/the-bureaucrats-fatal-conceit #AZ05",2020-07-08
308,Andy Biggs,RepAndyBiggsAZ,Republican,"Dr. Fauci, Dr. Birx, and others continue to seek to corral our freedom, just as the American people and many of our elected leaders are finding ways to open our society. We must forge ahead even as Fauci tries to brush away the optimism of the president and the American people. ",2020-05-27
309,Andy Biggs,RepAndyBiggsAZ,Republican,"Good for President @realDonaldTrump to put Dr. Fauci in his place. As I've said for months, it's past time for Fauci to exit the stage. His doctrine of destruction has been brutal for our society &amp; economy. The administration should not allow him to take any more interviews. ",2020-06-19
310,Andy Biggs,RepAndyBiggsAZ,Republican,Dr. Fauci has continually used his bully pulpit to bring public criticism on governors who are seeking to open up their states. The Fauci-Birx team have replaced faith w/ fear &amp; hope w/ despair. The remedy is to open up our society &amp; our economy. Trust &amp; respect our freedom. ,2020-05-12
311,Andy Biggs,RepAndyBiggsAZ,Republican,"If we are NOW accepting what Dr. Fauci is saying about face masks as truth, we have to ask about other things he - and other public health officials - may not have been forthcoming about. Be consistent with the standards we apply to these public health officials. ",2020-06-17
312,Andy Biggs,RepAndyBiggsAZ,Republican,"In the fight against COVID-19, Arizona should NOT be relying on advice from Dr. Fauci &amp; Dr. Birx. They have relentlessly relied on admittedly spurious models to scare us into accepting unlawful, draconian gov’t measures that may not make anyone safer. https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction?_amp=true",2020-07-02
313,Andy Biggs,RepAndyBiggsAZ,Republican,"The media are giving an inordinately great weight to Fauci’s careless, casual statements about everything from mask-wearing to keeping schools closed this fall. And his apparent expectation is that everyone will simply bow in obedience to whatever he says.",2020-07-08
314,Andy Biggs,RepAndyBiggsAZ,Republican,The Fauci-Birx Doctrine of Destruction strikes again. Time for them to exit the stage and let President @realDonaldTrump lead the great American comeback. https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction,2020-04-29
315,Andy Biggs,RepAndyBiggsAZ,Republican,Is Dr. Anthony Fauci helping or hurting? https://www.washingtonexaminer.com/opinion/op-eds/is-anthony-fauci-helping-or-hurting,2020-04-11
316,Andy Biggs,RepAndyBiggsAZ,Republican,Important point by President @realDonaldTrump. Add that to Dr Fauci’s prior assertion that the economic effects and devastation from this shutdown are merely inconvenient for Americans. Dr Fauci can no longer be one of the primary voices in this crisis. ,2020-05-04
317,Andy Biggs,RepAndyBiggsAZ,Republican,"After almost 40 million unemployed Americans and untold social costs around the nation, we get this admission from Dr. Fauci. The medicine he prescribed proved to be more harmful than the disease in the long term. ",2020-05-23
318,Andy Biggs,RepAndyBiggsAZ,Republican,"In other words, it’s a snitch form. Until the logical conclusions of the Fauci-Birx doctrine were implemented, these kinds of martial law forums were unheard of in our free country. We cannot watch government officials around the nation implement these policies any longer. ",2020-05-04
319,Andy Biggs,RepAndyBiggsAZ,Republican,"Dr. Anthony Fauci has contributed a great deal to his country. But he can no longer be one of the primary voices in this crisis, especially not after his assertion that the economic effects &amp; devastation are merely inconvenient. https://washex.am/2RuYzLL @RepKenBuck",2020-04-11
320,Andy Biggs,RepAndyBiggsAZ,Republican,Dr. Fauci is constantly putting fear out there. He constantly undermines President @realDonaldTrump's very optimistic and very scientifically based and conscious way of opening up the economy and the society in our communities. He has got to go.,2020-05-19
321,Andy Biggs,RepAndyBiggsAZ,Republican,Dr Fauci and Dr Birx have undermined President @realDonaldTrump’s efforts to reopen America at every opportunity. Their messages and policy prescriptions are consistently contrary to the president’s. It’s past time for these two to exit the stage.,2020-07-02
322,Andy Biggs,RepAndyBiggsAZ,Republican,The Fauci-Birx prescriptions have taken a jackhammer to the foundation of our once-prosperous national economy. It’s past time to stop advancing the Fauci-Birx Doctrine of Destruction.,2020-07-02
323,Andy Biggs,RepAndyBiggsAZ,Republican,"Yes, she has. And she and Dr. Fauci must leave the stage. The nation can't take one more second of the Fauci-Birx Doctrine of Destruction. https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction",2020-07-09
324,Andy Biggs,RepAndyBiggsAZ,Republican,Dr Fauci and Dr Birx must not be allowed to continue imposing their doctrine of destruction across our nation. They must be shown the door - immediately. There are lives being devestated and depressed due to lockdowns and schools shutting down in-person instruction. No more! ,2020-07-09
325,Andy Biggs,RepAndyBiggsAZ,Republican,"Dr Fauci &amp; Dr Birx have relentlessly relied on admittedly spurious models to scare the nation into accepting unlawful, draconian government measures that may not make anyone safer while certainly taking a jackhammer to the foundation of our once-prosperous national economy. ",2020-05-03
326,Andy Biggs,RepAndyBiggsAZ,Republican,"The Fauci-Birx doctrine of destruction is content with a myriad of anti-freedom measures: mandatory vaccinations, national identification cards that state your antibody status, and limiting the right to gather for worship or in large family groups. https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction",2020-06-07
327,Andy Biggs,RepAndyBiggsAZ,Republican,"And as far as mixed messages, those have been coming, in large part, from Dr. Fauci, the CDC, and the WHO. ",2020-06-12
328,Andy Biggs,RepAndyBiggsAZ,Republican,"An unelected bureaucrat should NOT make these decisions for cities, states, or the nation. Fauci’s doctrine of destruction has caused enough economic and societal pain and suffering over the past three months. Time for him to exit the stage - IMMEDIATELY. ",2020-06-05
329,Andy Biggs,RepAndyBiggsAZ,Republican,"As I've been saying for weeks, Dr. Fauci can no longer be one of the primary voices in this crisis, especially not after his assertion that the economic effects and devastation from this shutdown are merely inconvenient. ",2020-05-12
330,Andy Biggs,RepAndyBiggsAZ,Republican,"Fauci &amp; Birx have relentlessly relied on admittedly spurious models to scare the nation into accepting unlawful, draconian gov’t measures that may not make anyone safer while certainly taking a jackhammer to the foundation of our once-prosperous economy. ",2020-05-24
331,Andy Biggs,RepAndyBiggsAZ,Republican,It is the duo of doom that has used their bully pulpit to bring public criticism on governors who are seeking to open up their states. The Fauci-Birx team have replaced faith with fear and hope with despair. They must leave the stage. https://www.washingtonexaminer.com/opinion/op-eds/the-fauci-birx-doctrine-of-destruction,2020-05-01
332,Andy Biggs,RepAndyBiggsAZ,Republican,Another highlight of the Fauci-Birx doctrine of destruction Forcing people to hunker in their homes for a period of time abrogates the essence of America because it restricts our rights. Stalin would have been content with the ramification of these sentiments. No more! ,2020-05-03
333,Andy Biggs,RepAndyBiggsAZ,Republican,"Good development in President @realDonaldTrump's continued quest to reopen the American society &amp; economy, and to encourage governors &amp; mayors to restore freedom in their communities. The Fauci-Birx Doctrine of Destruction must not be allowed to permeate in the White House. ",2020-06-01
334,Jimmy Panetta,RepJimmyPanetta,Democrat,"I agree with Dr. Fauci-things will get worse before they get better, especially for our local hospitality industry. I am calling on Congress to formulate a third economic stimulus package that protects &amp; assists the well-being of the industry, employees, self-employed &amp; small biz ",2020-03-17
335,Salud O. Carbajal,RepCarbajal,Democrat,"We covered everything from economy to virus tracing, worker safety and more. Dr. Fauci listened, answered our questions and promised to raise these urgent issues with the White House. I'm grateful for his public service. We will keep working together to protect our communities.",2020-04-30
336,Salud O. Carbajal,RepCarbajal,Democrat,"Dr. Fauci said our nation's testing capacity is improving, but that it's clear we need more—I agree and am pushing for that in Congress. The ultimate goal is to get enough tests so that any person who needs one can get one easily. Dr. Fauci said this is a focus of the task force.",2020-04-30
337,Salud O. Carbajal,RepCarbajal,Democrat,"Spoke today with Dr. Anthony Fauci and @HispanicCaucus to discuss #coronavirus response. I asked Dr. Fauci: Can the admin. provide continual updates on supply/timeline of ventilators, PPE, tests? What's being done to address #COVID's outsized impact on minority communities?",2020-04-30
338,Salud O. Carbajal,RepCarbajal,Democrat,"We also discussed more protections for essential workers in our nation's meatpacking plants, and Dr. Fauci said he would re-up our concerns about prison outbreaks—like the one at Lompoc—with the White House Coronavirus Task force.",2020-04-30
339,Nanette Diaz Barragán,RepBarragan,Democrat,"Weeks ago during @EnergyCommerce hearing, Dr. Fauci testified he’d not spoken to POTUS in 2+ weeks. That was disturbing, but @realDonaldTrump this will kill more Americans. As #COVID19 rages, hits record numbers &amp; overwhelms hospitals, Dr. Fauci’s real talk is critical. #Facts",2020-07-12
340,Nanette Diaz Barragán,RepBarragan,Democrat,"Dr. Fauci: don’t go into a crowd. If you do, wear a mask. If only the President &amp; his supporters would follow the leading doctor on #COVID19 If they did, they would set an example &amp; help save lives. They won’t. Think about it, President is not doing all he can to save lives",2020-06-23
341,Nanette Diaz Barragán,RepBarragan,Democrat,"In @EnergyCommerce Committee, asked Dr. Fauci and other top public health officials who advise the Admin on when they last spoke to the President about the #COVID19 response. The answers (when I got them) were concerning. @ac360",2020-06-24
342,Nanette Diaz Barragán,RepBarragan,Democrat,"We need the #truth and the truth isn’t partisan. It speaks volumes that the Trump Administration won’t let Dr. Fauci, the leading expert of #COVID19, take questions from the House. What is @realDonaldTrump #Afraid #DrFauci will say?",2020-05-05
343,Nanette Diaz Barragán,RepBarragan,Democrat,Tune in @allinwithchris on MSNBC at 8pm EST tonight to hear me talk about today’s hearing with Dr. Fauci. @chrislhayes https://www.msnbc.com/live?icid=tve-mini-tease,2020-06-23
344,Nanette Diaz Barragán,RepBarragan,Democrat,"Wonder what Dr. Fauci, our top medical expert on #Covid19, has to say about this slow down in testing. What else should I ask him Tuesday when he testifies before my committee @EnergyCommerce ?",2020-06-21
345,Nanette Diaz Barragán,RepBarragan,Democrat,"Happening now: Tune in to the @EnergyCommerce cmtee as my colleagues and I question Trump Admin health officials, including Dr. Anthony Fauci, on their response to the #COVID19 pandemic.",2020-06-23
346,Nanette Diaz Barragán,RepBarragan,Democrat,"Dr. Fauci says he wears a mask to protect others, to protect himself, and to set an example for the American public. @realdonaldtrump’s refusal to wear a mask speaks volumes about his inability to effectively respond to the #COVID19 crisis. #WearAMask",2020-06-23
347,Nanette Diaz Barragán,RepBarragan,Democrat,"Asked Dr. Fauci if President Trump is correct in saying we have ""prevailed"" over #COVID19. Dr. Fauci: ""We are still in the middle of a serious outbreak. There's no doubt about that."" ",2020-06-23
348,Nanette Diaz Barragán,RepBarragan,Democrat,Questioning Dr. Fauci of the NIH and Dr. Redfield of the CDC in @EnergyCommerce now: https://www.youtube.com/watch?v=-VKr-5n_yFM&amp;feature=emb_logo,2020-06-23
349,Nanette Diaz Barragán,RepBarragan,Democrat,"Dr. Redfield wouldn't say when he last spoke to the president. Dr. Fauci said he hasn't spoken to the president in 2 1/2 - 3 weeks. Same for Admiral Giroir. Commissioner Hahn said it's been ""less than a month"" since he spoke to the president.",2020-06-23
350,Nanette Diaz Barragán,RepBarragan,Democrat,"President Trump last month declared, “We have met the moment and we have prevailed.” I asked Dr. Fauci if he agrees. He does not. He said, ""We are still in the middle of the pandemic.""",2020-06-23
351,Lisa Blunt Rochester,RepLBR,Democrat,"This morning, I had the opportunity to speak with Dr. Anthony Fauci on a call hosted by the @NewDemCoalition. I'm grateful for his expertise &amp; guidance as we discussed health disparities and the role that they have played during the #COVID19 crisis.",2020-05-20
352,Darren Soto,RepDarrenSoto,Democrat,Testing saves lives. It’s that simple. The Senate needs to pass the #HeroesAct to ensure more #coronavirus testing is available to Floridians and Americans across the country! Dr. Fauci agrees. ,2020-06-24
353,Raja Krishnamoorthi,congressmanraja,Democrat,"Dr. Fauci has spent his life serving communities across our country and world as a physician and top public health official. The notion of anyone ever threatening him for doing his job is not only inexcusable, it’s nearly incomprehensible. ",2020-04-03
354,Raja Krishnamoorthi,congressmanraja,Democrat,"This evening, I spoke with @andersoncooper on @CNN about how the testimony of witnesses before the #coronavirus hearing I co-chaired, including Dr. Fauci of the NIH, differed significantly from what we’ve heard from @realDonaldTrump and his Administration.",2020-03-12
355,Raja Krishnamoorthi,congressmanraja,Democrat,"Fauci on Trump’s incorrect 'COVID is 99% harmless' claim: “What I think happened is that someone told him that the general mortality is about 1%. And he interpreted, therefore, that 99% is not a problem, when that’s obviously not the case.” ",2020-07-10
356,Raja Krishnamoorthi,congressmanraja,Democrat,The operative word here is “needless.” With doctors like Anthony Fauci predicting ‘needless suffering and death’ we simply cannot afford to risk the consequences of reopening prematurely. ,2020-05-12
357,Raja Krishnamoorthi,congressmanraja,Democrat,"Dr. Anthony Fauci is a credit to his profession. Now more than ever, we must listen to what he has to say. ",2020-05-14
